city,Crime,person_count,Arrested_Gender
Jaipur,Persons whose cases were quashed by Higher Courts,0,Transgender
Jamshedpur,Persons whose cases were quashed by Higher Courts,0,Transgender
Jodhpur,Persons whose cases were quashed by Higher Courts,0,Transgender
Kannur,Persons whose cases were quashed by Higher Courts,0,Transgender
Kanpur,Persons whose cases were quashed by Higher Courts,0,Transgender
Kochi,Persons whose cases were quashed by Higher Courts,0,Transgender
Kolkata,Persons whose cases were quashed by Higher Courts,0,Transgender
Kollam,Persons whose cases were quashed by Higher Courts,0,Transgender
Kota,Persons whose cases were quashed by Higher Courts,0,Transgender
Kozhikode,Persons whose cases were quashed by Higher Courts,0,Transgender
Lucknow,Persons whose cases were quashed by Higher Courts,0,Transgender
Ludhiana,Persons whose cases were quashed by Higher Courts,0,Transgender
Madurai,Persons whose cases were quashed by Higher Courts,0,Transgender
Malappuram,Persons whose cases were quashed by Higher Courts,0,Transgender
Meerut,Persons whose cases were quashed by Higher Courts,0,Transgender
Mumbai,Persons whose cases were quashed by Higher Courts,0,Transgender
Nagpur,Persons whose cases were quashed by Higher Courts,0,Transgender
Nasik,Persons whose cases were quashed by Higher Courts,0,Transgender
Patna,Persons whose cases were quashed by Higher Courts,0,Transgender
Prayagraj,Persons whose cases were quashed by Higher Courts,0,Transgender
Pune,Persons whose cases were quashed by Higher Courts,0,Transgender
Raipur,Persons whose cases were quashed by Higher Courts,0,Transgender
Rajkot,Persons whose cases were quashed by Higher Courts,0,Transgender
Ranchi,Persons whose cases were quashed by Higher Courts,0,Transgender
Srinagar,Persons whose cases were quashed by Higher Courts,0,Transgender
Surat,Persons whose cases were quashed by Higher Courts,0,Transgender
Thiruvananthapuram,Persons whose cases were quashed by Higher Courts,0,Transgender
Thrissur,Persons whose cases were quashed by Higher Courts,0,Transgender
Tiruchirapalli,Persons whose cases were quashed by Higher Courts,0,Transgender
Vadodara,Persons whose cases were quashed by Higher Courts,0,Transgender
Varanasi,Persons whose cases were quashed by Higher Courts,0,Transgender
Vasai Virar,Persons whose cases were quashed by Higher Courts,0,Transgender
Vijayawada,Persons whose cases were quashed by Higher Courts,0,Transgender
Vishakhapatnam,Persons whose cases were quashed by Higher Courts,0,Transgender
Agra,Persons Convicted,50,Male
Ahmedabad,Persons Convicted,69,Male
Amritsar,Persons Convicted,55,Male
Asansol,Persons Convicted,5,Male
Aurangabad,Persons Convicted,24,Male
Bengaluru,Persons Convicted,69,Male
Bhopal,Persons Convicted,163,Male
Chandigarh City,Persons Convicted,45,Male
Chennai,Persons Convicted,81,Male
Coimbatore,Persons Convicted,67,Male
Delhi City,Persons Convicted,1845,Male
Dhanbad,Persons Convicted,40,Male
Durg-Bhilainagar,Persons Convicted,116,Male
Faridabad,Persons Convicted,117,Male
Ghaziabad,Persons Convicted,34,Male
Gwalior,Persons Convicted,243,Male
Hyderabad,Persons Convicted,92,Male
Indore,Persons Convicted,178,Male
Jabalpur,Persons Convicted,137,Male
Jaipur,Persons Convicted,131,Male
Jamshedpur,Persons Convicted,88,Male
Jodhpur,Persons Convicted,21,Male
Kannur,Persons Convicted,51,Male
Kanpur,Persons Convicted,1041,Male
Kochi,Persons Convicted,34,Male
Kolkata,Persons Convicted,69,Male
Kollam,Persons Convicted,17,Male
Kota,Persons Convicted,108,Male
Kozhikode,Persons Convicted,23,Male
Lucknow,Persons Convicted,0,Male
Ludhiana,Persons Convicted,51,Male
Madurai,Persons Convicted,11,Male
Malappuram,Persons Convicted,18,Male
Meerut,Persons Convicted,1315,Male
Mumbai,Persons Convicted,234,Male
Nagpur,Persons Convicted,58,Male
Nasik,Persons Convicted,23,Male
Patna,Persons Convicted,0,Male
Prayagraj,Persons Convicted,13,Male
Pune,Persons Convicted,31,Male
Raipur,Persons Convicted,41,Male
Rajkot,Persons Convicted,71,Male
Ranchi,Persons Convicted,233,Male
Srinagar,Persons Convicted,0,Male
Surat,Persons Convicted,55,Male
Thiruvananthapuram,Persons Convicted,43,Male
Thrissur,Persons Convicted,55,Male
Tiruchirapalli,Persons Convicted,6,Male
Vadodara,Persons Convicted,1,Male
Varanasi,Persons Convicted,134,Male
Vasai Virar,Persons Convicted,7,Male
Vijayawada,Persons Convicted,20,Male
Vishakhapatnam,Persons Convicted,35,Male
Agra,Persons Convicted,0,Female
Ahmedabad,Persons Convicted,11,Female
Amritsar,Persons Convicted,6,Female
Asansol,Persons Convicted,0,Female
Aurangabad,Persons Convicted,2,Female
Bengaluru,Persons Convicted,3,Female
Bhopal,Persons Convicted,9,Female
Chandigarh City,Persons Convicted,6,Female
Chennai,Persons Convicted,12,Female
Coimbatore,Persons Convicted,24,Female
Delhi City,Persons Convicted,121,Female
Dhanbad,Persons Convicted,0,Female
Durg-Bhilainagar,Persons Convicted,7,Female
Faridabad,Persons Convicted,1,Female
Ghaziabad,Persons Convicted,1,Female
Gwalior,Persons Convicted,34,Female
Hyderabad,Persons Convicted,0,Female
Indore,Persons Convicted,17,Female
Jabalpur,Persons Convicted,0,Female
Jaipur,Persons Convicted,2,Female
Jamshedpur,Persons Convicted,0,Female
Jodhpur,Persons Convicted,2,Female
Kannur,Persons Convicted,0,Female
Kanpur,Persons Convicted,38,Female
Kochi,Persons Convicted,0,Female
Kolkata,Persons Convicted,0,Female
Kollam,Persons Convicted,0,Female
Kota,Persons Convicted,6,Female
Kozhikode,Persons Convicted,0,Female
Lucknow,Persons Convicted,0,Female
Ludhiana,Persons Convicted,2,Female
Madurai,Persons Convicted,4,Female
Malappuram,Persons Convicted,0,Female
Meerut,Persons Convicted,0,Female
Mumbai,Persons Convicted,22,Female
Nagpur,Persons Convicted,0,Female
Nasik,Persons Convicted,1,Female
Patna,Persons Convicted,0,Female
Prayagraj,Persons Convicted,2,Female
Pune,Persons Convicted,1,Female
Raipur,Persons Convicted,0,Female
Rajkot,Persons Convicted,8,Female
Ranchi,Persons Convicted,0,Female
Srinagar,Persons Convicted,0,Female
Surat,Persons Convicted,0,Female
Thiruvananthapuram,Persons Convicted,0,Female
Thrissur,Persons Convicted,0,Female
Tiruchirapalli,Persons Convicted,0,Female
Vadodara,Persons Convicted,0,Female
Varanasi,Persons Convicted,0,Female
Vasai Virar,Persons Convicted,0,Female
Vijayawada,Persons Convicted,2,Female
Vishakhapatnam,Persons Convicted,3,Female
Agra,Persons Convicted,0,Transgender
Ahmedabad,Persons Convicted,0,Transgender
Amritsar,Persons Convicted,0,Transgender
Asansol,Persons Convicted,0,Transgender
Aurangabad,Persons Convicted,0,Transgender
Bengaluru,Persons Convicted,0,Transgender
Bhopal,Persons Convicted,0,Transgender
Chandigarh City,Persons Convicted,0,Transgender
Chennai,Persons Convicted,0,Transgender
Coimbatore,Persons Convicted,0,Transgender
Delhi City,Persons Convicted,0,Transgender
Dhanbad,Persons Convicted,0,Transgender
Durg-Bhilainagar,Persons Convicted,0,Transgender
Faridabad,Persons Convicted,0,Transgender
Ghaziabad,Persons Convicted,0,Transgender
Gwalior,Persons Convicted,0,Transgender
Hyderabad,Persons Convicted,0,Transgender
Indore,Persons Convicted,0,Transgender
Jabalpur,Persons Convicted,0,Transgender
Jaipur,Persons Convicted,0,Transgender
Jamshedpur,Persons Convicted,0,Transgender
Jodhpur,Persons Convicted,0,Transgender
Kannur,Persons Convicted,0,Transgender
Kanpur,Persons Convicted,0,Transgender
Kochi,Persons Convicted,0,Transgender
Kolkata,Persons Convicted,0,Transgender
Kollam,Persons Convicted,0,Transgender
Kota,Persons Convicted,0,Transgender
Kozhikode,Persons Convicted,0,Transgender
Lucknow,Persons Convicted,0,Transgender
Ludhiana,Persons Convicted,0,Transgender
Madurai,Persons Convicted,0,Transgender
Malappuram,Persons Convicted,0,Transgender
Meerut,Persons Convicted,0,Transgender
Mumbai,Persons Convicted,0,Transgender
Nagpur,Persons Convicted,0,Transgender
Nasik,Persons Convicted,0,Transgender
Patna,Persons Convicted,0,Transgender
Prayagraj,Persons Convicted,0,Transgender
Pune,Persons Convicted,0,Transgender
Raipur,Persons Convicted,0,Transgender
Rajkot,Persons Convicted,0,Transgender
Ranchi,Persons Convicted,0,Transgender
Srinagar,Persons Convicted,0,Transgender
Surat,Persons Convicted,0,Transgender
Thiruvananthapuram,Persons Convicted,0,Transgender
Thrissur,Persons Convicted,0,Transgender
Tiruchirapalli,Persons Convicted,0,Transgender
Vadodara,Persons Convicted,0,Transgender
Varanasi,Persons Convicted,0,Transgender
Vasai Virar,Persons Convicted,0,Transgender
Vijayawada,Persons Convicted,0,Transgender
Vishakhapatnam,Persons Convicted,0,Transgender
Agra,Persons Discharged,3,Male
Ahmedabad,Persons Discharged,0,Male
Amritsar,Persons Discharged,0,Male
Asansol,Persons Discharged,0,Male
Aurangabad,Persons Discharged,5,Male
Bengaluru,Persons Discharged,3,Male
Bhopal,Persons Discharged,482,Male
Chandigarh City,Persons Discharged,1,Male
Chennai,Persons Discharged,0,Male
Coimbatore,Persons Discharged,0,Male
Delhi City,Persons Discharged,872,Male
Dhanbad,Persons Discharged,0,Male
Durg-Bhilainagar,Persons Discharged,0,Male
Faridabad,Persons Discharged,0,Male
Ghaziabad,Persons Discharged,0,Male
Gwalior,Persons Discharged,0,Male
Hyderabad,Persons Discharged,0,Male
Indore,Persons Discharged,1,Male
Jabalpur,Persons Discharged,0,Male
Jaipur,Persons Discharged,156,Male
Jamshedpur,Persons Discharged,0,Male
Jodhpur,Persons Discharged,48,Male
Kannur,Persons Discharged,0,Male
Kanpur,Persons Discharged,0,Male
Kochi,Persons Discharged,0,Male
Kolkata,Persons Discharged,0,Male
Kollam,Persons Discharged,0,Male
Kota,Persons Discharged,0,Male
Kozhikode,Persons Discharged,2,Male
Lucknow,Persons Discharged,0,Male
Ludhiana,Persons Discharged,0,Male
Madurai,Persons Discharged,0,Male
Malappuram,Persons Discharged,0,Male
Meerut,Persons Discharged,0,Male
Mumbai,Persons Discharged,15,Male
Nagpur,Persons Discharged,0,Male
Nasik,Persons Discharged,16,Male
Patna,Persons Discharged,0,Male
Prayagraj,Persons Discharged,2,Male
Pune,Persons Discharged,4,Male
Raipur,Persons Discharged,241,Male
Rajkot,Persons Discharged,271,Male
Ranchi,Persons Discharged,0,Male
Srinagar,Persons Discharged,5,Male
Surat,Persons Discharged,32,Male
Thiruvananthapuram,Persons Discharged,0,Male
Thrissur,Persons Discharged,42,Male
Tiruchirapalli,Persons Discharged,0,Male
Vadodara,Persons Discharged,0,Male
Varanasi,Persons Discharged,0,Male
Vasai Virar,Persons Discharged,0,Male
Vijayawada,Persons Discharged,2,Male
Vishakhapatnam,Persons Discharged,0,Male
Agra,Persons Discharged,0,Female
Ahmedabad,Persons Discharged,0,Female
Amritsar,Persons Discharged,0,Female
Asansol,Persons Discharged,0,Female
Aurangabad,Persons Discharged,0,Female
Bengaluru,Persons Discharged,1,Female
Bhopal,Persons Discharged,43,Female
Chandigarh City,Persons Discharged,0,Female
Chennai,Persons Discharged,0,Female
Coimbatore,Persons Discharged,0,Female
Delhi City,Persons Discharged,76,Female
Dhanbad,Persons Discharged,0,Female
Durg-Bhilainagar,Persons Discharged,0,Female
Faridabad,Persons Discharged,0,Female
Ghaziabad,Persons Discharged,0,Female
Gwalior,Persons Discharged,0,Female
Hyderabad,Persons Discharged,0,Female
Indore,Persons Discharged,0,Female
Jabalpur,Persons Discharged,0,Female
Jaipur,Persons Discharged,4,Female
Jamshedpur,Persons Discharged,0,Female
Jodhpur,Persons Discharged,9,Female
Kannur,Persons Discharged,0,Female
Kanpur,Persons Discharged,0,Female
Kochi,Persons Discharged,0,Female
Kolkata,Persons Discharged,0,Female
Kollam,Persons Discharged,0,Female
Kota,Persons Discharged,0,Female
Kozhikode,Persons Discharged,0,Female
Lucknow,Persons Discharged,0,Female
Ludhiana,Persons Discharged,0,Female
Madurai,Persons Discharged,0,Female
Malappuram,Persons Discharged,0,Female
Meerut,Persons Discharged,0,Female
Mumbai,Persons Discharged,3,Female
Nagpur,Persons Discharged,0,Female
Nasik,Persons Discharged,0,Female
Patna,Persons Discharged,0,Female
Prayagraj,Persons Discharged,0,Female
Pune,Persons Discharged,0,Female
Raipur,Persons Discharged,0,Female
Rajkot,Persons Discharged,21,Female
Ranchi,Persons Discharged,0,Female
Srinagar,Persons Discharged,0,Female
Surat,Persons Discharged,0,Female
Thiruvananthapuram,Persons Discharged,0,Female
Thrissur,Persons Discharged,2,Female
Tiruchirapalli,Persons Discharged,0,Female
Vadodara,Persons Discharged,0,Female
Varanasi,Persons Discharged,0,Female
Vasai Virar,Persons Discharged,0,Female
Vijayawada,Persons Discharged,0,Female
Vishakhapatnam,Persons Discharged,0,Female
Agra,Persons Discharged,0,Transgender
Ahmedabad,Persons Discharged,0,Transgender
Amritsar,Persons Discharged,0,Transgender
Asansol,Persons Discharged,0,Transgender
Aurangabad,Persons Discharged,0,Transgender
Bengaluru,Persons Discharged,0,Transgender
Bhopal,Persons Discharged,0,Transgender
Chandigarh City,Persons Discharged,0,Transgender
Chennai,Persons Discharged,0,Transgender
Coimbatore,Persons Discharged,0,Transgender
Delhi City,Persons Discharged,0,Transgender
Dhanbad,Persons Discharged,0,Transgender
Durg-Bhilainagar,Persons Discharged,0,Transgender
Faridabad,Persons Discharged,0,Transgender
Ghaziabad,Persons Discharged,0,Transgender
Gwalior,Persons Discharged,0,Transgender
Hyderabad,Persons Discharged,0,Transgender
Indore,Persons Discharged,0,Transgender
Jabalpur,Persons Discharged,0,Transgender
Jaipur,Persons Discharged,0,Transgender
Jamshedpur,Persons Discharged,0,Transgender
Jodhpur,Persons Discharged,0,Transgender
Kannur,Persons Discharged,0,Transgender
Kanpur,Persons Discharged,0,Transgender
Kochi,Persons Discharged,0,Transgender
Kolkata,Persons Discharged,0,Transgender
Kollam,Persons Discharged,0,Transgender
Kota,Persons Discharged,0,Transgender
Kozhikode,Persons Discharged,0,Transgender
Lucknow,Persons Discharged,0,Transgender
Ludhiana,Persons Discharged,0,Transgender
Madurai,Persons Discharged,0,Transgender
Malappuram,Persons Discharged,0,Transgender
Meerut,Persons Discharged,0,Transgender
Mumbai,Persons Discharged,0,Transgender
Nagpur,Persons Discharged,0,Transgender
Nasik,Persons Discharged,0,Transgender
Patna,Persons Discharged,0,Transgender
Prayagraj,Persons Discharged,0,Transgender
Pune,Persons Discharged,0,Transgender
Raipur,Persons Discharged,0,Transgender
Rajkot,Persons Discharged,0,Transgender
Ranchi,Persons Discharged,0,Transgender
Srinagar,Persons Discharged,0,Transgender
Surat,Persons Discharged,0,Transgender
Thiruvananthapuram,Persons Discharged,0,Transgender
Thrissur,Persons Discharged,0,Transgender
Tiruchirapalli,Persons Discharged,0,Transgender
Vadodara,Persons Discharged,0,Transgender
Varanasi,Persons Discharged,0,Transgender
Vasai Virar,Persons Discharged,0,Transgender
Vijayawada,Persons Discharged,0,Transgender
Vishakhapatnam,Persons Discharged,0,Transgender
Agra,Persons Acquitted,18,Male
Ahmedabad,Persons Acquitted,3207,Male
Amritsar,Persons Acquitted,93,Male
Asansol,Persons Acquitted,1046,Male
Aurangabad,Persons Acquitted,491,Male
Bengaluru,Persons Acquitted,2167,Male
Bhopal,Persons Acquitted,0,Male
Chandigarh City,Persons Acquitted,180,Male
Chennai,Persons Acquitted,183,Male
Coimbatore,Persons Acquitted,117,Male
Delhi City,Persons Acquitted,3345,Male
Dhanbad,Persons Acquitted,141,Male
Durg-Bhilainagar,Persons Acquitted,549,Male
Faridabad,Persons Acquitted,452,Male
Ghaziabad,Persons Acquitted,248,Male
Gwalior,Persons Acquitted,964,Male
Hyderabad,Persons Acquitted,1457,Male
Indore,Persons Acquitted,743,Male
Jabalpur,Persons Acquitted,214,Male
Jaipur,Persons Acquitted,173,Male
Jamshedpur,Persons Acquitted,174,Male
Jodhpur,Persons Acquitted,165,Male
Kannur,Persons Acquitted,268,Male
Kanpur,Persons Acquitted,826,Male
Kochi,Persons Acquitted,190,Male
Kolkata,Persons Acquitted,89,Male
Kollam,Persons Acquitted,441,Male
Kota,Persons Acquitted,378,Male
Kozhikode,Persons Acquitted,328,Male
Lucknow,Persons Acquitted,0,Male
Ludhiana,Persons Acquitted,249,Male
Madurai,Persons Acquitted,104,Male
Malappuram,Persons Acquitted,335,Male
Meerut,Persons Acquitted,112,Male
Mumbai,Persons Acquitted,925,Male
Nagpur,Persons Acquitted,706,Male
Nasik,Persons Acquitted,311,Male
Patna,Persons Acquitted,0,Male
Prayagraj,Persons Acquitted,11,Male
Pune,Persons Acquitted,578,Male
Raipur,Persons Acquitted,0,Male
Rajkot,Persons Acquitted,857,Male
Ranchi,Persons Acquitted,0,Male
Srinagar,Persons Acquitted,132,Male
Surat,Persons Acquitted,332,Male
Thiruvananthapuram,Persons Acquitted,38,Male
Thrissur,Persons Acquitted,457,Male
Tiruchirapalli,Persons Acquitted,30,Male
Vadodara,Persons Acquitted,74,Male
Varanasi,Persons Acquitted,0,Male
Vasai Virar,Persons Acquitted,22,Male
Vijayawada,Persons Acquitted,523,Male
Vishakhapatnam,Persons Acquitted,756,Male
Agra,Persons Acquitted,0,Female
Ahmedabad,Persons Acquitted,1440,Female
Amritsar,Persons Acquitted,16,Female
Asansol,Persons Acquitted,0,Female
Aurangabad,Persons Acquitted,46,Female
Bengaluru,Persons Acquitted,505,Female
Bhopal,Persons Acquitted,0,Female
Chandigarh City,Persons Acquitted,14,Female
Chennai,Persons Acquitted,31,Female
Coimbatore,Persons Acquitted,23,Female
Delhi City,Persons Acquitted,270,Female
Dhanbad,Persons Acquitted,0,Female
Durg-Bhilainagar,Persons Acquitted,110,Female
Faridabad,Persons Acquitted,23,Female
Ghaziabad,Persons Acquitted,0,Female
Gwalior,Persons Acquitted,164,Female
Hyderabad,Persons Acquitted,111,Female
Indore,Persons Acquitted,80,Female
Jabalpur,Persons Acquitted,1,Female
Jaipur,Persons Acquitted,5,Female
Jamshedpur,Persons Acquitted,0,Female
Jodhpur,Persons Acquitted,26,Female
Kannur,Persons Acquitted,27,Female
Kanpur,Persons Acquitted,38,Female
Kochi,Persons Acquitted,14,Female
Kolkata,Persons Acquitted,20,Female
Kollam,Persons Acquitted,14,Female
Kota,Persons Acquitted,12,Female
Kozhikode,Persons Acquitted,3,Female
Lucknow,Persons Acquitted,0,Female
Ludhiana,Persons Acquitted,43,Female
Madurai,Persons Acquitted,18,Female
Malappuram,Persons Acquitted,44,Female
Meerut,Persons Acquitted,0,Female
Mumbai,Persons Acquitted,85,Female
Nagpur,Persons Acquitted,129,Female
Nasik,Persons Acquitted,58,Female
Patna,Persons Acquitted,0,Female
Prayagraj,Persons Acquitted,3,Female
Pune,Persons Acquitted,189,Female
Raipur,Persons Acquitted,0,Female
Rajkot,Persons Acquitted,95,Female
Ranchi,Persons Acquitted,0,Female
Srinagar,Persons Acquitted,6,Female
Surat,Persons Acquitted,2,Female
Thiruvananthapuram,Persons Acquitted,0,Female
Thrissur,Persons Acquitted,42,Female
Tiruchirapalli,Persons Acquitted,1,Female
Vadodara,Persons Acquitted,27,Female
Varanasi,Persons Acquitted,0,Female
Vasai Virar,Persons Acquitted,4,Female
Vijayawada,Persons Acquitted,87,Female
Vishakhapatnam,Persons Acquitted,234,Female
Agra,Persons Acquitted,0,Transgender
Ahmedabad,Persons Acquitted,0,Transgender
Amritsar,Persons Acquitted,0,Transgender
Asansol,Persons Acquitted,0,Transgender
Aurangabad,Persons Acquitted,0,Transgender
Bengaluru,Persons Acquitted,0,Transgender
Bhopal,Persons Acquitted,0,Transgender
Chandigarh City,Persons Acquitted,0,Transgender
Chennai,Persons Acquitted,0,Transgender
Coimbatore,Persons Acquitted,0,Transgender
Delhi City,Persons Acquitted,0,Transgender
Dhanbad,Persons Acquitted,0,Transgender
Durg-Bhilainagar,Persons Acquitted,0,Transgender
Faridabad,Persons Acquitted,0,Transgender
Ghaziabad,Persons Acquitted,0,Transgender
Gwalior,Persons Acquitted,2,Transgender
Hyderabad,Persons Acquitted,0,Transgender
Indore,Persons Acquitted,0,Transgender
Jabalpur,Persons Acquitted,0,Transgender
Jaipur,Persons Acquitted,0,Transgender
Jamshedpur,Persons Acquitted,0,Transgender
Jodhpur,Persons Acquitted,0,Transgender
Kannur,Persons Acquitted,0,Transgender
Kanpur,Persons Acquitted,0,Transgender
Kochi,Persons Acquitted,0,Transgender
Kolkata,Persons Acquitted,0,Transgender
Kollam,Persons Acquitted,0,Transgender
Kota,Persons Acquitted,0,Transgender
Kozhikode,Persons Acquitted,0,Transgender
Lucknow,Persons Acquitted,0,Transgender
Ludhiana,Persons Acquitted,0,Transgender
Madurai,Persons Acquitted,0,Transgender
Malappuram,Persons Acquitted,0,Transgender
Meerut,Persons Acquitted,0,Transgender
Mumbai,Persons Acquitted,0,Transgender
Nagpur,Persons Acquitted,0,Transgender
Nasik,Persons Acquitted,0,Transgender
Patna,Persons Acquitted,0,Transgender
Prayagraj,Persons Acquitted,0,Transgender
Pune,Persons Acquitted,0,Transgender
Raipur,Persons Acquitted,0,Transgender
Rajkot,Persons Acquitted,0,Transgender
Ranchi,Persons Acquitted,0,Transgender
Srinagar,Persons Acquitted,0,Transgender
Surat,Persons Acquitted,0,Transgender
Thiruvananthapuram,Persons Acquitted,0,Transgender
Thrissur,Persons Acquitted,0,Transgender
Tiruchirapalli,Persons Acquitted,0,Transgender
Vadodara,Persons Acquitted,0,Transgender
Varanasi,Persons Acquitted,0,Transgender
Vasai Virar,Persons Acquitted,0,Transgender
Vijayawada,Persons Acquitted,0,Transgender
Vishakhapatnam,Persons Acquitted,0,Transgender
Agra,Persons in whose cases Trials were completed,71,Male
Ahmedabad,Persons in whose cases Trials were completed,3276,Male
Amritsar,Persons in whose cases Trials were completed,148,Male
Asansol,Persons in whose cases Trials were completed,1051,Male
Aurangabad,Persons in whose cases Trials were completed,520,Male
Bengaluru,Persons in whose cases Trials were completed,2239,Male
Bhopal,Persons in whose cases Trials were completed,645,Male
Chandigarh City,Persons in whose cases Trials were completed,226,Male
Chennai,Persons in whose cases Trials were completed,264,Male
Coimbatore,Persons in whose cases Trials were completed,184,Male
Delhi City,Persons in whose cases Trials were completed,6062,Male
Dhanbad,Persons in whose cases Trials were completed,181,Male
Durg-Bhilainagar,Persons in whose cases Trials were completed,665,Male
Faridabad,Persons in whose cases Trials were completed,569,Male
Ghaziabad,Persons in whose cases Trials were completed,282,Male
Gwalior,Persons in whose cases Trials were completed,1207,Male
Hyderabad,Persons in whose cases Trials were completed,1549,Male
Indore,Persons in whose cases Trials were completed,922,Male
Jabalpur,Persons in whose cases Trials were completed,351,Male
Jaipur,Persons in whose cases Trials were completed,460,Male
Jamshedpur,Persons in whose cases Trials were completed,262,Male
Jodhpur,Persons in whose cases Trials were completed,234,Male
Kannur,Persons in whose cases Trials were completed,319,Male
Kanpur,Persons in whose cases Trials were completed,1867,Male
Kochi,Persons in whose cases Trials were completed,224,Male
Kolkata,Persons in whose cases Trials were completed,158,Male
Kollam,Persons in whose cases Trials were completed,458,Male
Kota,Persons in whose cases Trials were completed,486,Male
Kozhikode,Persons in whose cases Trials were completed,353,Male
Lucknow,Persons in whose cases Trials were completed,0,Male
Ludhiana,Persons in whose cases Trials were completed,300,Male
Madurai,Persons in whose cases Trials were completed,115,Male
Malappuram,Persons in whose cases Trials were completed,353,Male
Meerut,Persons in whose cases Trials were completed,1427,Male
Mumbai,Persons in whose cases Trials were completed,1174,Male
Nagpur,Persons in whose cases Trials were completed,764,Male
Nasik,Persons in whose cases Trials were completed,350,Male
Patna,Persons in whose cases Trials were completed,0,Male
Prayagraj,Persons in whose cases Trials were completed,26,Male
Pune,Persons in whose cases Trials were completed,613,Male
Raipur,Persons in whose cases Trials were completed,282,Male
Rajkot,Persons in whose cases Trials were completed,1199,Male
Ranchi,Persons in whose cases Trials were completed,233,Male
Srinagar,Persons in whose cases Trials were completed,137,Male
Surat,Persons in whose cases Trials were completed,419,Male
Thiruvananthapuram,Persons in whose cases Trials were completed,81,Male
Thrissur,Persons in whose cases Trials were completed,554,Male
Tiruchirapalli,Persons in whose cases Trials were completed,36,Male
Vadodara,Persons in whose cases Trials were completed,75,Male
Varanasi,Persons in whose cases Trials were completed,134,Male
Vasai Virar,Persons in whose cases Trials were completed,29,Male
Vijayawada,Persons in whose cases Trials were completed,545,Male
Vishakhapatnam,Persons in whose cases Trials were completed,791,Male
Agra,Persons in whose cases Trials were completed,0,Female
Ahmedabad,Persons in whose cases Trials were completed,1451,Female
Amritsar,Persons in whose cases Trials were completed,22,Female
Asansol,Persons in whose cases Trials were completed,0,Female
Aurangabad,Persons in whose cases Trials were completed,48,Female
Bengaluru,Persons in whose cases Trials were completed,509,Female
Bhopal,Persons in whose cases Trials were completed,52,Female
Chandigarh City,Persons in whose cases Trials were completed,20,Female
Chennai,Persons in whose cases Trials were completed,43,Female
Coimbatore,Persons in whose cases Trials were completed,47,Female
Delhi City,Persons in whose cases Trials were completed,467,Female
Dhanbad,Persons in whose cases Trials were completed,0,Female
Durg-Bhilainagar,Persons in whose cases Trials were completed,117,Female
Faridabad,Persons in whose cases Trials were completed,24,Female
Ghaziabad,Persons in whose cases Trials were completed,1,Female
Gwalior,Persons in whose cases Trials were completed,198,Female
Hyderabad,Persons in whose cases Trials were completed,111,Female
Indore,Persons in whose cases Trials were completed,97,Female
Jabalpur,Persons in whose cases Trials were completed,1,Female
Jaipur,Persons in whose cases Trials were completed,11,Female
Jamshedpur,Persons in whose cases Trials were completed,0,Female
Jodhpur,Persons in whose cases Trials were completed,37,Female
Kannur,Persons in whose cases Trials were completed,27,Female
Kanpur,Persons in whose cases Trials were completed,76,Female
Kochi,Persons in whose cases Trials were completed,14,Female
Kolkata,Persons in whose cases Trials were completed,20,Female
Kollam,Persons in whose cases Trials were completed,14,Female
Kota,Persons in whose cases Trials were completed,18,Female
Kozhikode,Persons in whose cases Trials were completed,3,Female
Lucknow,Persons in whose cases Trials were completed,0,Female
Ludhiana,Persons in whose cases Trials were completed,45,Female
Madurai,Persons in whose cases Trials were completed,22,Female
Malappuram,Persons in whose cases Trials were completed,44,Female
Meerut,Persons in whose cases Trials were completed,0,Female
Mumbai,Persons in whose cases Trials were completed,110,Female
Nagpur,Persons in whose cases Trials were completed,129,Female
Nasik,Persons in whose cases Trials were completed,59,Female
Patna,Persons in whose cases Trials were completed,0,Female
Prayagraj,Persons in whose cases Trials were completed,5,Female
Pune,Persons in whose cases Trials were completed,190,Female
Raipur,Persons in whose cases Trials were completed,0,Female
Rajkot,Persons in whose cases Trials were completed,124,Female
Ranchi,Persons in whose cases Trials were completed,0,Female
Srinagar,Persons in whose cases Trials were completed,6,Female
Surat,Persons in whose cases Trials were completed,2,Female
Thiruvananthapuram,Persons in whose cases Trials were completed,0,Female
Thrissur,Persons in whose cases Trials were completed,44,Female
Tiruchirapalli,Persons in whose cases Trials were completed,1,Female
Vadodara,Persons in whose cases Trials were completed,27,Female
Varanasi,Persons in whose cases Trials were completed,0,Female
Vasai Virar,Persons in whose cases Trials were completed,4,Female
Vijayawada,Persons in whose cases Trials were completed,89,Female
Vishakhapatnam,Persons in whose cases Trials were completed,237,Female
Agra,Persons in whose cases Trials were completed,0,Transgender
Ahmedabad,Persons in whose cases Trials were completed,0,Transgender
Amritsar,Persons in whose cases Trials were completed,0,Transgender
Asansol,Persons in whose cases Trials were completed,0,Transgender
Aurangabad,Persons in whose cases Trials were completed,0,Transgender
Bengaluru,Persons in whose cases Trials were completed,0,Transgender
Bhopal,Persons in whose cases Trials were completed,0,Transgender
Chandigarh City,Persons in whose cases Trials were completed,0,Transgender
Chennai,Persons in whose cases Trials were completed,0,Transgender
Coimbatore,Persons in whose cases Trials were completed,0,Transgender
Delhi City,Persons in whose cases Trials were completed,0,Transgender
Dhanbad,Persons in whose cases Trials were completed,0,Transgender
