mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900112,Ch. Sukhram Singh Yadav,Elected,05-07-2016,04-07-2022,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Doctorate,"DPA in 1977 from Lucknow University, B.A., M.A., LLB from Lucknow University",72,149,0,1030,0.985754986, Data corresponds to the period from 01-06-2009 to 10-02-2024.,101.5030364,1.196297868,289.4391529,0.787043243,108.6089765,0.267816092,283.8696223,0.832984277,Rajya Sabha
900088,Bhagwati Singh,Elected,05-07-2004,04-07-2010,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A. Educated at Arjunpur, Sidholi, Sitapur and Lucknow University (Uttar Pradesh)",90,3,0,43,0.917647059, Data corresponds to the period from 01-06-2009 to 10-02-2024.,10.16469479,0.32389617,78.08241781,0.787043243,7.946169355,0.346774194,55.01915323,0.832984277,Rajya Sabha
900426,Ram Narain Dudi,Elected,10-04-2014,09-04-2020,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"M. A. (History) Educated at Jainarayan Vyas University, Jodhpur (Rajasthan)",75,34,0,198,0.946078431, Data corresponds to the period from 01-06-2009 to 10-02-2024.,97.86446071,1.500965027,324.7388369,0.787043243,69.44166667,2.583333333,274.8055556,0.822358304,Rajya Sabha
900029,Ali Anwar Ansari,Elected,03-04-2006,04-12-2017,Second Term,N/A,Bihar,Janata Dal (United),Male,Graduate,"Graduate, Educated at D.K.College, Dumraon and M.V.College, Buxar (Bihar)",70,267,0,103,0.822445561, Data corresponds to the period from 01-06-2009 to 10-02-2024.,95.76789335,1.838833131,477.8029091,0.787043243,135.4998377,0.133928571,452.4958333,0.818079904,Rajya Sabha
900037,Ambika Soni,Elected,05-07-2016,04-07-2022,Fifth Term,N/A,Punjab,Indian National Congress,Female,Graduate,"B.A. (Hons.), Diplome Superiore en Langue Francaise, Post-Graduate Diploma in Spanish Art and Literature Educated at Indraprastha College, Delhi University, Alliance Francaise, Bangkok and University of Havana, Cuba",81,67,0,975,0.913043478,"This MP was a minister. She tendered her resignation on Oct 28, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from Oct 29, 2012. Data corresponds to the period from 01-06-2009 to 10-02-2024.",164.7247446,2.386129719,611.9552322,0.787043243,106.5952381,1.557142857,559.6809524,0.786130822,Rajya Sabha
900277,Manas Ranjan Bhunia,Elected,19-08-2017,06-05-2021,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Professional Graduate,Information not available,72,49,0,174,0.682634731, Data corresponds to the period from 01-06-2009 to 10-02-2024.,55.93356322,0.630183142,158.1746758,0.787043243,60.12083333,0.958333333,167.1541667,0.69145404,Rajya Sabha
900459,S. Anbalagan,Elected,30-06-2004,29-06-2010,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A.(History) Educated at Madurai Kamaraj University, Madurai",74,8,0,77,0.764705882, Data corresponds to the period from 01-06-2009 to 10-02-2024.,10.16469479,0.32389617,78.08241781,0.787043243,15.83333333,0.166666667,74.61111111,0.713206211,Rajya Sabha
900285,Manorama D. Sharma,Elected,26-11-2014,18-02-2015,First Term,N/A,Uttarakhand,Indian National Congress,Female,Information not available,Information not available,69,2,0,5,0.909090909, Data corresponds to the period from 01-06-2009 to 10-02-2024.,4.196908757,0.135601011,16.73553972,0.787043243,5,N/A,17,0.876097949,Rajya Sabha
900482,Santhosh Kumar Joginipally,Elected,03-04-2018,02-04-2024,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Professional Post Graduate,"M.B.A. and M.P.M. Educated at University of Pune, Pune (Maharashtra)",48,4,0,2,0.348534202, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,256.9495301,0.787043243,29.57142857,0.857142857,215.8571429,0.71613233,Rajya Sabha
900491,Satish Chandra Misra,Elected,05-07-2016,04-07-2022,Third Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at Allahabad University and P.P.N. College, Kanpur University",71,181,0,4,0.763678696, Data corresponds to the period from 01-06-2009 to 10-02-2024.,174.8894394,2.710025889,690.03765,0.787043243,185.4681974,2.141472006,587.0180303,0.832984277,Rajya Sabha
900361,Parvez Hashmi,Elected,04-08-2009,27-01-2018,Second Term,N/A,Delhi,Indian National Congress,Male,Post Graduate,"M. Sc. (Chemistry) ; Educated at Aligarh Muslim University, Aligarh",69,53,0,549,0.937931034, Data corresponds to the period from 01-06-2009 to 10-02-2024.,94.89235452,1.830159236,467.6761469,0.787043243,30,N/A,183,0.886446707,Rajya Sabha
900187,Jesudasu Seelam,Elected,22-06-2010,21-06-2016,Second Term,N/A,Andhra Pradesh,Indian National Congress,Male,Post Graduate,"B.Sc., M.Sc. (Chemistry) Educated at Andhra Christian College, Guntur and Andhra University, Waltair, Visakhapatnam",70,87,0,193,0.88172043,"This MP was a minister from Jun 2013 to May 2014.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus not available for the above period. Data corresponds to the period from 01-06-2009 to 10-02-2024.",67.2553061,1.513728021,370.3631518,0.787043243,57.3479243,1.988888889,510.9535867,0.758898933,Rajya Sabha
900417,Rajniti Prasad,Elected,03-04-2006,02-04-2012,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Professional Graduate,"B.A., LL.B. Educated at RD&DJ College, Munger, Bhagalpur University, Bihar and Patna Law College, Patna University, Bihar",77,101,0,141,0.832579186, Data corresponds to the period from 01-06-2009 to 10-02-2024.,23.58244777,0.61776919,178.9718321,0.787043243,28.37916667,0.0625,206.3375,0.818079904,Rajya Sabha
900452,Rewati Raman Singh,Elected,05-07-2016,04-07-2022,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B.",80,92,0,169,0.782991202, Data corresponds to the period from 01-06-2009 to 10-02-2024.,101.5030364,1.196297868,289.4391529,0.787043243,108.6089765,0.267816092,283.8696223,0.832984277,Rajya Sabha
900432,Ram Vilas Paswan (RS),Elected,01-07-2019,08-10-2020,Second Term,N/A,Bihar,Lok Janasakti Party,Male,Post Graduate,"M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)",77,69,0,204,0.760147601,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 10-02-2024.",28.90670767,0.644155076,206.1667058,0.787043243,40.52083333,0.0625,249.0333333,0.818079904,Rajya Sabha
900369,Prabha Thakur,Elected,10-04-2008,09-04-2014,Second Term,N/A,Rajasthan,Indian National Congress,Female,Doctorate,"B.A., M.A., Ph.D. Educated at Udaipur University, Udaipur (Rajasthan)",74,67,0,366,0.845505618, Data corresponds to the period from 01-06-2009 to 10-02-2024.,39.07140246,0.968051246,284.2491237,0.787043243,38.54141414,0.4,374.4858586,0.822358304,Rajya Sabha
900396,R. Vaithilingam,Elected,30-06-2016,07-05-2021,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. from University of Madras, Presidency College, Chennai",69,20,0,401,0.425605536, Data corresponds to the period from 01-06-2009 to 10-02-2024.,78.3150536,0.955288252,235.3790878,0.787043243,99.07843137,0.450980392,288.3888889,0.713206211,Rajya Sabha
900040,Anand Sharma,Elected,03-04-2016,02-04-2022,Fourth Term,N/A,Himachal Pradesh,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at R.P.C.S.D.B. College, Shimla and Faculty of Law, Himachal Pradesh University, Shimla",71,264,0,400,0.921843687,"This MP was a minister till May 2014. Participation and attendance details for this MP are available from Jun 9, 2014. He has also been re-elected/nominated. During his previous term, this MP was an elecgted representative from Rajasthan; the term ended on Apr 2, 2016. Data corresponds to the period from 01-06-2009 to 10-02-2024.",129.4412218,1.702327066,396.363559,0.787043243,164.6333333,0.1,374.8,0.835062878,Rajya Sabha
900232,Kaptan Singh Solanki,Elected,04-08-2009,27-07-2014,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. Educated at P.G.B.T. College, Ujjain and Jiwaji University, Gwalior, Madhya Pradesh",85,24,0,374,0.925072046, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.27168265,0.94487096,272.0330491,0.787043243,44.50631313,1.333333333,372.609596,0.850316503,Rajya Sabha
900078,Balbir Punj,Elected,03-04-2008,02-04-2014,Second Term,N/A,Odisha,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) Economics Educated at Rajdhani College, Delhi University, Delhi",75,53,0,69,0.851123596, Data corresponds to the period from 01-06-2009 to 10-02-2024.,39.07140246,0.968051246,284.2491237,0.787043243,54.27777778,0.5,252.9222222,0.780593478,Rajya Sabha
900566,Thota Lakshmi Seetharama,Elected,10-04-2014,09-04-2020,First Term,N/A,Andhra Pradesh,Telugu Desam Party,Female,Inter/ Higher Secondary,"Secondary Education Educated at Z.P. High School, Vill. Upuluru, Distt. West Godavari (Andhra Pradesh)",72,5,0,161,0.759803922, Data corresponds to the period from 01-06-2009 to 10-02-2024.,97.86446071,1.500965027,324.7388369,0.787043243,80.66161616,4.370707071,504.4878788,0.758898933,Rajya Sabha
900080,Balwinder Singh Bhunder,Elected,05-07-2016,04-07-2022,Third Term,N/A,Punjab,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Government Rajindra College, Bhatinda",79,79,0,697,0.772609819, Data corresponds to the period from 01-06-2009 to 10-02-2024.,164.7247446,2.386129719,611.9552322,0.787043243,106.5952381,1.557142857,559.6809524,0.786130822,Rajya Sabha
900189,Jogen Chowdhury,Elected,03-04-2014,02-04-2020,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"Graduation in Fine Arts, Higher Study in Fine Arts with a French Government Scholarship through Government of India Educated at Government College of Arts and Crafts, Kolkata, West Bengal and Ecole Nationale Superier des Beaux Arts, Paris, France",85,33,0,2,0.564102564, Data corresponds to the period from 01-06-2009 to 10-02-2024.,97.86446071,1.500965027,324.7388369,0.787043243,138.0083333,2.7375,307.1666667,0.69145404,Rajya Sabha
900292,Meghraj Jain,Elected,06-05-2011,02-04-2018,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Others,N/A,74,41,0,312,0.870588235, Data corresponds to the period from 01-06-2009 to 10-02-2024.,83.03088652,1.451648113,382.8544099,0.787043243,90.23001443,1.666666667,510.5911255,0.850316503,Rajya Sabha
900570,V. Maitreyan,Elected,25-07-2007,24-07-2019,Third Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.B.B.S., M.D. (General Medicine), D.M. (Medical Oncology) Educated at Government Medical College, Nagpur University, Madras Medical College, University of Madras and Cancer Institute (WIA), University of Madras",68,147,0,768,0.803116147, Data corresponds to the period from 01-06-2009 to 10-02-2024.,115.5008047,2.189562887,572.6544607,0.787043243,158.3688725,1.369281046,723.2148693,0.713206211,Rajya Sabha
900445,Ranvijay Singh Judev,Elected,10-04-2014,09-04-2020,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Under Graduate,"B.Com. (Part-II) Educated at Delhi University, New Delhi",54,112,0,51,0.960784314, Data corresponds to the period from 01-06-2009 to 10-02-2024.,97.86446071,1.500965027,324.7388369,0.787043243,83,0.4,430.4,0.859688271,Rajya Sabha
900157,Gundu Sudha Rani,Elected,22-06-2010,21-06-2016,Second Term,N/A,Telangana,Telugu Desam Party,Female,Post Graduate,"M.A. (Public Administration) ; Educated at Madurai Kamaraj University, Madurai",59,66,0,554,0.68321513, Data corresponds to the period from 01-06-2009 to 10-02-2024.,63.22170818,1.189831851,322.5160792,0.787043243,79.97142857,0.142857143,425.952381,0.71613233,Rajya Sabha
900546,Syed Azeez Pasha,Elected,03-04-2006,02-04-2012,First Term,N/A,Andhra Pradesh,Communist Party of India,Male,Professional Graduate,"B.A., LL.B. Educated at Osmania University, Hyderabad and Osmania University Law College, Hyderabad",79,70,0,490,0.895927602, Data corresponds to the period from 01-06-2009 to 10-02-2024.,23.58244777,0.61776919,178.9718321,0.787043243,20.52142857,0.883333333,251.8839286,0.758898933,Rajya Sabha
900588,Vijaylaxmi Sadho,Elected,30-06-2010,29-06-2016,First Term,N/A,Madhya Pradesh,Indian National Congress,Female,Doctorate,"M.B.B.S. Educated at Gandhi Medical College, Bhopal",68,95,0,175,0.924349882, Data corresponds to the period from 01-06-2009 to 10-02-2024.,63.22170818,1.189831851,322.5160792,0.787043243,66.7979798,1.5,442.8318182,0.850316503,Rajya Sabha
900321,Nand Kishore Yadav,Elected,05-07-2004,04-07-2010,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A. (Political Science), LL.B. Educated at Gorakhpur University, Gorakhpur and Shibli National College, Azamgarh (Uttar Pradesh)",64,13,0,204,0.882352941, Data corresponds to the period from 01-06-2009 to 10-02-2024.,10.16469479,0.32389617,78.08241781,0.787043243,7.946169355,0.346774194,55.01915323,0.832984277,Rajya Sabha
900047,Anil Kumar Sahani,Elected,04-01-2010,02-04-2018,Second Term,N/A,Bihar,Janata Dal (United),Male,Post Graduate,"LL.B., M.A.; Educated at Baba Saheb Bhimrao Ambedkar Bihar University, Muzaffarpur (Bihar)",61,136,0,552,0.823129252, Data corresponds to the period from 01-06-2009 to 10-02-2024.,93.08536578,1.744393001,461.7981308,0.787043243,130.0373377,0.133928571,411.2833333,0.818079904,Rajya Sabha
900423,Ram Jethmalani,Elected,08-07-2016,08-09-2019,Sixth Term,N/A,Bihar,Independent,Male,Graduate,"LL.M. Educated at S.C. Shahani Law College, Karachi",100,16,0,510,0.646496815,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th Aug, 2009. Data corresponds to the period from 01-06-2009 to 10-02-2024.",114.6045347,1.987928294,521.7771026,0.787043243,119.9018232,0.722222222,457.9093018,0.820932171,Rajya Sabha
900556,T.N. Seema,Elected,03-04-2010,02-04-2016,First Term,N/A,Kerala,Communist Party of India (Marxist),Female,Doctorate,"B.A., M.A. (Malayalam), Ph.D. in Malayalam Literature from University of Kerala Diploma in Tamil from Central Institute of Indian Languages, Mysore Diploma in Universalising Social Security from Institute of Social Science, Hague, the Netherlands",61,87,0,643,0.795294118, Data corresponds to the period from 01-06-2009 to 10-02-2024.,60.01791652,1.283100005,325.2657498,0.787043243,95.70714286,1.017857143,468.45,0.78108786,Rajya Sabha
900362,Paul Manoj Pandian,Elected,30-06-2010,29-06-2016,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"B.L., M.L. ; Educated at Dr. Ambedkar Law College, Chennai and Madras University, Chennai",52,40,0,225,0.526960784, Data corresponds to the period from 01-06-2009 to 10-02-2024.,63.22170818,1.189831851,322.5160792,0.787043243,82.70547386,0.862745098,424.5318627,0.713206211,Rajya Sabha
900104,Brij Bhushan Tiwari,Elected,06-12-2006,04-07-2010,Second Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"B.A., M.A. (Pol. Sc.), LL.B. Educated at Shivpati Inter College, Shohratgarh, St. Andrew's College, Gorakhpur and Allahabad University, Allahabad",82,31,0,84,0.894117647, Data corresponds to the period from 01-06-2009 to 10-02-2024.,10.16469479,0.32389617,78.08241781,0.787043243,7.946169355,0.346774194,55.01915323,0.832984277,Rajya Sabha
900483,Santiuse Kujur,Elected,15-06-2013,14-06-2019,First Term,N/A,Assam,Indian National Congress,Male,Graduate,"B.A. (Honours) Educated at Dakua High School, Udalguri, Darrang College, Tezpur and Tangla College, Udalguri",50,53,0,197,0.949061662, Data corresponds to the period from 01-06-2009 to 10-02-2024.,74.09534359,1.052517778,299.3924853,0.787043243,50.30952381,0.714285714,238.8095238,0.846176399,Rajya Sabha
900250,M P Veerendra Kumar,Elected,03-04-2016,28-05-2020,Second Term,N/A,Kerala,Independent,Male,Professional Post Graduate,"M.A. (Phil), M.B.A.; educated at Zamorin College, Kozhikode, Vivekananda College, Madras and Ciincinatti University (U.S.A.)",86,12,0,342,0.601226994, Data corresponds to the period from 01-06-2009 to 10-02-2024.,68.51273492,0.981489125,220.7571373,0.787043243,99.40277778,0.708333333,226.6805556,0.78108786,Rajya Sabha
900015,Abhay Bhardwaj,Elected,22-06-2020,01-12-2020,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Information not available,54,0,N/A,0,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,5.04840274,N/A,7.506940379,N/A,2.5,N/A,3,N/A,Rajya Sabha
900401,Rabinarayan Mohapatra,Elected,04-04-2012,30-05-2014,First Term,N/A,Odisha,Biju Janata Dal,Male,Graduate,"B.A. Educated at B.C. High School, Ranpur and Autonomous Nayagarh College, Nayagarh, Odisha",67,12,0,30,0.837037037, Data corresponds to the period from 01-06-2009 to 10-02-2024.,15.48895468,0.350282055,105.2772915,0.787043243,19.4,0.5,81.8,0.780593478,Rajya Sabha
900301,Mohsina Kidwai,Elected,30-06-2010,29-06-2016,Second Term,N/A,Chhattisgarh,Indian National Congress,Female,Inter/ Higher Secondary,"Intermediate Educated at Women's College, Aligarh Muslim University, Aligarh",92,22,0,268,0.895669291, Data corresponds to the period from 01-06-2009 to 10-02-2024.,73.38640297,1.513728021,400.598497,0.787043243,50.6,0.6,539.5,0.859688271,Rajya Sabha
900046,Anil Kumar Jain,Elected,03-04-2018,02-04-2024,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Sc., M.B.B.S., M.S. (Master of Surgery) Educated at S.R.K. Inter College, Mahatma Gandhi Balika Vidyalaya (PG) College, Firozabad, King George's Medical College, Lucknow",64,25,0,66,0.909657321, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,256.9495301,0.787043243,93.16209633,0.410344828,252.6913793,0.832984277,Rajya Sabha
900619,Dineshchandra Jemalbhai Anavadiya,Elected,23-02-2021,18-08-2023,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at D.N.J. Adarsh High School and D.N.P. Arts and Commerce College, Deesa, Gujarat",61,9,0,3,0.931034483, Data corresponds to the period from 01-06-2009 to 10-02-2024.,52.27462164,0.503376529,125.9033598,0.787043243,28.25,N/A,118.375,0.840459932,Rajya Sabha
900048,Anil Madhav Dave,Elected,30-06-2010,18-05-2017,Third Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Com. Educated at Gujarati College, Indore, Madhya Pradesh",68,68,0,399,0.758835759,"This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till May 11, 2016. Data corresponds to the period from 01-06-2009 to 10-02-2024.",71.73259758,1.513728021,396.4145257,0.787043243,73.1540404,1.833333333,516.1323232,0.850316503,Rajya Sabha
900569,V. Hanumantha Rao,Elected,22-06-2010,21-06-2016,Fourth Term,N/A,Telangana,Indian National Congress,Male,Graduate,"B.A. Educated at Osmania University, Hyderabad",75,74,0,148,0.791338583, Data corresponds to the period from 01-06-2009 to 10-02-2024.,73.38640297,1.513728021,400.598497,0.787043243,89.72142857,0.892857143,546.264881,0.737515631,Rajya Sabha
900466,Sabir Ali,Elected,10-04-2008,09-04-2014,Second Term,N/A,Bihar,Janata Dal (United),Male,Graduate,"Intermediate, B.A.",53,31,0,563,0.651917404,"This MP was re-elected/nominated. During his previous term, he was affiliated with LJP; the term ended on 15th Nov, 2011. Data corresponds to the period from 01-06-2009 to 10-02-2024.",39.07140246,0.968051246,284.2491237,0.787043243,51.8375,0.0625,331.9958333,0.818079904,Rajya Sabha
900004,A. Vijayakumar,Elected,30-06-2016,29-06-2022,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.L., B.A. from Madurai Kamarajar University",66,38,0,476,0.846153846, Data corresponds to the period from 01-06-2009 to 10-02-2024.,101.5030364,1.196297868,289.4391529,0.787043243,139.0895425,0.784313725,333.3555556,0.713206211,Rajya Sabha
900328,Narayan Singh Kesari,Elected,03-04-2006,02-04-2012,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,Hindi Visharad Educated at Indore,98,1,0,7,0.945701357, Data corresponds to the period from 01-06-2009 to 10-02-2024.,23.58244777,0.61776919,178.9718321,0.787043243,25.01060606,0.606060606,210.0914141,0.850316503,Rajya Sabha
900192,Jugul Kishore,Elected,05-07-2010,04-07-2016,First Term,N/A,Uttar Pradesh,Bahujan Samaj Party,Male,Inter/ Higher Secondary,"Intermediate, J.L.M.D.J. Inter College, Khairabad, Sitapur (Uttar Pradesh)",65,5,0,161,0.70212766, Data corresponds to the period from 01-06-2009 to 10-02-2024.,63.22170818,1.189831851,322.5160792,0.787043243,68.91305154,1.52688172,248.1292547,0.832984277,Rajya Sabha
900521,Sitaram Yechury,Elected,19-08-2005,18-08-2017,Second Term,N/A,West Bengal,Communist Party of India (Marxist),Male,Post Graduate,"B.A. (Hons.) in Economics, M.A. (Economics) Educated at President's Estate School, New Delhi, St. Stephen's College, New Delhi and Jawaharlal Nehru University, New Delhi",71,244,0,44,0.869346734, Data corresponds to the period from 01-06-2009 to 10-02-2024.,95.76789335,1.838833131,477.8029091,0.787043243,140.2255639,2.376190476,331.6119674,0.69145404,Rajya Sabha
900012,Aayanur Manjunath,Elected,01-07-2010,30-06-2016,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.A., L.L.B.; Educated at Sahyadri College and National College of Law, Shimoga",68,4,0,388,0.775413712, Data corresponds to the period from 01-06-2009 to 10-02-2024.,63.22170818,1.189831851,322.5160792,0.787043243,37.28686869,1.251515152,248.5686869,0.724209112,Rajya Sabha
900041,Ananda Bhaskar Rapolu,Elected,03-04-2012,03-04-2018,Second Term,N/A,Telangana,Indian National Congress,Male,Post Graduate,"M.A. (Sociology) Educated at C.K.M. College, Warangal and Osmania University, Hyderabad",59,422,0,4,0.907142857, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.5291343,1.331050954,333.7635875,0.787043243,105.9809524,0.738095238,420.8619048,0.71613233,Rajya Sabha
900019,Ahmad Ashfaque Karim,Elected,03-04-2018,02-04-2024,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Doctorate,"Bachelor of Pharmacy, Master of Pharmacy and Ph.D. Educated at Bihar College of Pharmacy, Patna, A.N. Magadh University, Bodhgaya, Patna",68,33,0,74,0.678456592, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,256.9495301,0.787043243,90.06465201,0.96025641,152.3765568,0.818079904,Rajya Sabha
900135,Dilip Kumar Tirkey,Elected,04-04-2012,03-04-2018,First Term,N/A,Odisha,Biju Janata Dal,Male,Graduate,"B.A. Educated at Mohanpali College, Sundargarh, Odisha",46,134,0,389,0.753462604, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.5291343,1.331050954,333.7635875,0.787043243,72.36388889,0.7,362.3333333,0.780593478,Rajya Sabha
900429,Ram Prakash,Elected,10-04-2008,09-04-2014,Second Term,N/A,Haryana,Indian National Congress,Male,Doctorate,"M.Sc.(Hons.), Ph.D. in Chemistry, UNESCO Course in Analytical Chemistry, D.Sc. (Honoris causa) Educated at D.A.V. College, Ambala City, Panjab University, Chandigarh, Charles University, Prague (Praha) and Heyrovsky Institute of Polarography, Prague (Prah",85,42,0,198,0.952247191, Data corresponds to the period from 01-06-2009 to 10-02-2024.,39.07140246,0.968051246,284.2491237,0.787043243,25.7,2,184.2,0.872776121,Rajya Sabha
900002,A. Mohammedjan,Elected,25-07-2019,23-03-2021,First Term,N/A,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,Information not available,75,13,0,56,0.654761905, Data corresponds to the period from 01-06-2009 to 10-02-2024.,35.83293881,0.279453385,61.63702553,0.787043243,39.13071895,0.111111111,62.61111111,0.713206211,Rajya Sabha
900331,Narendra Budania,Elected,04-08-2009,03-04-2018,Third Term,N/A,Rajasthan,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lohia P.G. College, Churu and University of Rajasthan, Jaipur (Rajasthan)",68,83,0,76,0.913680782, Data corresponds to the period from 01-06-2009 to 10-02-2024.,96.35989646,1.852990286,490.1774648,0.787043243,75.88863636,1.197222222,510.055303,0.822358304,Rajya Sabha
900448,Ravi Shankar Prasad (RS),Elected,03-04-2006,22-05-2019,Fourth Term,N/A,Bihar,Bharatiya Janata Party,Male,Post Graduate,"B.A.Hons., M.A. (Pol.Science), LL.B.; Educated at Patna University",69,104,0,761,0.766853933,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. Data corresponds to the period from 01-06-2009 to 10-02-2024.",39.07140246,0.968051246,284.2491237,0.787043243,51.8375,0.0625,331.9958333,0.818079904,Rajya Sabha
900293,Mir Mohammad Fayaz,Elected,23-02-2015,10-02-2021,First Term,N/A,Jammu and Kashmir,Jammu and Kashmir Peoples Democratic Party,Male,Information not available,Information not available,47,28,0,69,0.714666667, Data corresponds to the period from 01-06-2009 to 10-02-2024.,93.82728887,1.279838907,299.7994287,0.787043243,77.5,0.25,59.75,0.82951221,Rajya Sabha
900383,Prasanta Chatterjee,Elected,03-04-2008,02-04-2014,Second Term,N/A,West Bengal,Communist Party of India (Marxist),Male,Graduate,"Matriculation, Educated at Narikeldanga High School, Kolkata and City College, Kolkata",84,90,0,173,0.811797753, Data corresponds to the period from 01-06-2009 to 10-02-2024.,39.07140246,0.968051246,284.2491237,0.787043243,57.92139724,0.59702381,164.8953008,0.69145404,Rajya Sabha
900474,Sampatiya Uikey,Elected,01-08-2017,29-06-2022,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Information not available,56,39,0,65,0.862962963, Data corresponds to the period from 01-06-2009 to 10-02-2024.,81.18881062,0.898098588,219.2975211,0.787043243,65.6547619,0.236111111,196.4047619,0.850316503,Rajya Sabha
900481,Santanu Sen,Elected,03-04-2018,02-04-2024,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Professional Graduate,"M.B.B.S., D.M.R.D., F.I.A.M.S., F.R.C.P. (Glassgow) Educated at R.G. Kar Medical College, Kolkata",51,552,0,481,0.660436137, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,256.9495301,0.787043243,169.2178571,1.8125,247.0172619,0.69145404,Rajya Sabha
900602,Wansuk Syiem,Elected,12-04-2013,12-04-2020,Second Term,N/A,Meghalaya,Indian National Congress,Female,Matric,"Educated at St. Mary’s Mazarello Convent, Jowai, Meghalaya",67,140,0,655,0.906926407, Data corresponds to the period from 01-06-2009 to 10-02-2024.,104.3104512,1.500965027,364.1912034,0.787043243,140,N/A,655,0.805163768,Rajya Sabha
900341,Naznin Faruque,Elected,03-04-2010,02-04-2016,First Term,N/A,Assam,Indian National Congress,Female,Graduate,"B.A.(Hons.) ; Educated at Lady Kene College, North Eastern Hill University, Shillong, Meghalaya",70,13,0,377,0.821176471, Data corresponds to the period from 01-06-2009 to 10-02-2024.,60.01791652,1.283100005,325.2657498,0.787043243,49.8952381,0.595238095,282.2428571,0.846176399,Rajya Sabha
