mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900087,Bhagwat Kishanrao Karad,Elected,03-04-2020,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Professional Graduate,"M.B.B.S., M.S. (Gen. Surgery), M.Ch. (Pediatric Surgery), F.C.P.S. (Gen. Surgery) Educated at Dr. Babasaheb Ambedkar Marathwada University, Mumbai, College of Physicians and Surgeons, Mumbai University, Mumbai ",67,9,N/A,70,1,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 10-02-2024.",14.7655934,N/A,26.98962433,0.787043243,23.6,N/A,44.8,0.776425958,Rajya Sabha
900734,Mayankbhai Jaydevbhai Nayak,Elected,03-04-2024,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900654,Niranjan Reddy Sirgapoor,Elected,22-06-2022,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,53,15,1,93,0.795918367, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.73141501,0.641564607,78.83033549,0.787043243,23.36363636,0.727272727,116.8181818,0.758898933,Rajya Sabha
900658,R. Girirajan,Elected,30-06-2022,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.L. (Bachelor of Laws) Educated at Dr. Amedkar Government Law College, Chennai, Tamil Nadu",63,54,1,121,0.887755102, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.73141501,0.641564607,78.83033549,0.787043243,61.77777778,0.833333333,90.66666667,0.713206211,Rajya Sabha
900572,V. Vijayasai Reddy,Elected,22-06-2022,In Office,Second Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"F.C.A. Educated at Institute of Chartered Accountants of India, New Delhi",66,273,30,903,0.89532294, Data corresponds to the period from 01-06-2009 to 10-02-2024.,140.2344514,1.837862475,368.2694884,0.787043243,102.1020202,4.696969697,609.020202,0.758898933,Rajya Sabha
900737,Parmar Jasvantsinh Salamsinh,Elected,03-04-2024,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900536,Sukhendu Sekhar Roy,Elected,19-08-2023,In Office,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.A., LL.B. Educated at Kalindri High School, Malda, St. Paul's College, Rabindra Bharati University and Calcutta University, Kolkata",75,321,4,267,0.814193548, Data corresponds to the period from 01-06-2009 to 10-02-2024.,195.5272278,2.755280534,629.7823882,0.787043243,286.4529449,4.1125,514.1054198,0.69145404,Rajya Sabha
900214,K.R. Suresh Reddy,Elected,10-04-2020,In Office,First Term,N/A,Telangana,Bharat Rashtra Samithi,Male,Graduate,"B.A. Educated at Nizam Gollege, Osmania University, Hyderabad",65,25,3,287,0.808290155, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,15.42857143,0.428571429,115.0714286,0.71613233,Rajya Sabha
900567,Tiruchi Siva,Elected,03-04-2020,In Office,Fourth Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Eng.), B.L. Educated at Periyar E.V.R. College, Madras University and Tiruchi Law College, Bharatidassan University",70,509,8,786,0.841356674, Data corresponds to the period from 01-06-2009 to 10-02-2024.,207.4897575,3.351590497,738.6326402,0.787043243,290.8509804,2.647058824,882.8784314,0.713206211,Rajya Sabha
900172,Iranna Kadadi,Elected,26-06-2020,In Office,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.L.C. Educated at P.J.N. High School, Kalloli, Karnataka",58,27,1,345,0.849740933, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,39.83030303,0.1,181.5818182,0.724209112,Rajya Sabha
900342,Neeraj Dangi,Elected,22-06-2020,In Office,First Term,N/A,Rajasthan,Indian National Congress,Male,Professional Graduate,"B.E. (Civil) Educated at Karnataka Regional Engineering College, Surathkal, Karnataka",54,116,1,309,0.906735751, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,29.84166667,0.222222222,200.5833333,0.822358304,Rajya Sabha
900630,L. Murugan,Elected,03-04-2024,In Office,Second Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"P.G. Diploma in I.P.R., LL.B., LL.M. (International Law), Ph.D. ( in law) Educated at University of Madras, Chennai (Tamil Nadu)
",47,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900477,Sanjay Seth (RS),Elected,03-04-2024,In Office,Third Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Bachelor of Commerce from University of Lucknow,63,41,1,666,0.862464183, Data corresponds to the period from 01-06-2009 to 10-02-2024.,100.9873414,1.196297868,289.4391529,0.787043243,108.164532,0.267816092,283.8696223,0.832984277,Rajya Sabha
900215,K.T.S. Tulsi,Elected,10-04-2020,In Office,Second Term,N/A,Chhattisgarh,Indian National Congress,Male,Graduate,"B.A. (Hons.) Political Science, LL.B. Educated at Government College, Chandigarh and Panjab University, Chandigarh",76,100,6,218,0.835274542, Data corresponds to the period from 01-06-2009 to 10-02-2024.,169.4768294,2.338896394,472.4646823,0.787043243,49.4,0.8,237.2,0.859688271,Rajya Sabha
900127,Derek O Brien,Elected,19-08-2023,In Office,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"B.A. ; Educated at Scottish Church College, Kolkata",63,315,10,1010,0.809402795, Data corresponds to the period from 01-06-2009 to 10-02-2024.,195.5272278,2.755280534,629.7823882,0.787043243,286.4529449,4.1125,514.1054198,0.69145404,Rajya Sabha
900143,Fauzia Tahseen Ahmed Khan,Elected,03-04-2020,In Office,First Term,N/A,Maharashtra,Nationalist Congress Party,Female,Doctorate,"S.S.C., B.A., M.A. (English), M.Phil., PGCTE and Ph.D. Educated at Marathwada University, Aurangabad, Central Institute of English and Foreign Languages, Hyderabad and Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",67,895,14,397,0.994818653, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,115.4326007,1.642857143,189.3282051,0.776425958,Rajya Sabha
900667,Jayant Chaudhary,Elected,05-07-2022,In Office,First Term,N/A,Uttar Pradesh,Rashtriya Lok Dal,Male,Post Graduate,"B.Com. (Hons.), M.Sc. (Accounting and Finance) Educated at Shri Venkateshwara College, Delhi University and London School of Economics and Political Science, London, U.K.",45,14,1,39,0.62244898, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.73141501,0.641564607,78.83033549,0.787043243,19.8362069,0.275862069,72.3546798,0.832984277,Rajya Sabha
900535,Sujeet Kumar,Elected,03-04-2020,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Professional Post Graduate,"B.E., LL.B., M.B.A., Master in Public Administration (MPA) Educated at Sambalpur University, Burla, Odisha, Oxford University, U.K. and Harvard University, U.S.A.",48,425,8,377,0.906735751, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,374.1555556,3.222222222,239.1111111,0.780593478,Rajya Sabha
900632,Kanimozhi NVN Somu,Elected,27-09-2021,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Post Graduate,"M.B.B.S., M.S. (Obstetrics and Gynaecology), Educated at Kilpauk Medical College, Chennai and Sri Ramachandra Medical College and Research Institute, Chennai
",50,411,3,258,0.797202797, Data corresponds to the period from 01-06-2009 to 10-02-2024.,60.9930979,0.882574224,116.89793,0.787043243,99.72222222,1.166666667,124.5,0.713206211,Rajya Sabha
900731,Anil Kumar Yadav Mandadi,Elected,03-04-2024,In Office,First Term,N/A,Telangana,Indian National Congress,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900644,Raghav Chadha,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Professional Graduate,"B.Com., Chartered Accountant Educated at University of Delhi and Institute of Chartered Accountants of India",35,16,5,155,0.85106383, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.73141501,0.641564607,78.83033549,0.787043243,17.14285714,1.285714286,116.4285714,0.786130822,Rajya Sabha
900531,Subrahmanyam Jaishankar Krishnaswamy,Elected,19-08-2023,In Office,Second Term,N/A,Gujarat,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.A. (Political Science), M.Phil., Ph.D. (International Relations) Educated at University of Delhi, Delhi and Jawaharlal Nehru University, New Delhi",69,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900637,A. A. Rahim,Elected,01-04-2022,In Office,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Post Graduate,"M.A., LL.B. Educated at University College, Thiruvananthapuram and Kerala Law Academy, Law College, Thiruvananthapuram",44,103,3,136,0.893203883, Data corresponds to the period from 01-06-2009 to 10-02-2024.,43.78713591,0.712993179,83.29329845,0.787043243,157.8888889,3.972222222,141.8611111,0.78108786,Rajya Sabha
900284,Manoj Kumar Jha,Elected,03-04-2024,In Office,Second Term,N/A,Bihar,Rashtriya Janata Dal,Male,Doctorate,"M.A. (Social Work), Ph.D. Educated at University of Delhi, Delhi",56,585,6,358,0.953271028, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,256.9495301,0.787043243,90.06465201,0.96025641,152.3765568,0.818079904,Rajya Sabha
900099,Binoy Viswam,Elected,02-07-2018,In Office,First Term,N/A,Kerala,Communist Party of India,Male,Professional Graduate,"B.A., L.L.B. Educated at Maharajas College, Ernakulam and Law Academy, Law College, Trivandrum",68,320,2,449,0.819620253, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,253.621355,0.787043243,270.0694444,4.638888889,350.8194444,0.78108786,Rajya Sabha
900574,Vaiko,Elected,25-07-2019,In Office,Fourth Term,N/A,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Econonics), B.L. Educated at St. Xavier's College, Palayamkottai, Presidency College and Law College, Chennai (Tamil Nadu)",80,75,2,433,0.618644068, Data corresponds to the period from 01-06-2009 to 10-02-2024.,98.12004966,1.162027609,196.2135248,0.787043243,141.0372549,1.277777778,199.9503268,0.713206211,Rajya Sabha
900451,Renuka Chowdhury,Elected,03-04-2024,In Office,Fourth Term,N/A,Telangana,Indian National Congress,Female,Post Graduate,"Master of Industrial Psychology; Educated at Karnataka University, Bangalore",69,86,2,519,0.847619048, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.5291343,1.331050954,332.9466233,0.787043243,62.52245532,3.105555556,510.3716783,0.737515631,Rajya Sabha
900253,M. Shanmugam,Elected,25-07-2019,In Office,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,"S.S.L.C. Educated at Banadurai High School, Kumbakonam, Tamil Nadu",84,285,2,394,0.884297521, Data corresponds to the period from 01-06-2009 to 10-02-2024.,98.12004966,1.162027609,196.2135248,0.787043243,141.0372549,1.277777778,199.9503268,0.713206211,Rajya Sabha
900035,Amarendra Dhari Singh,Elected,10-04-2020,In Office,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Graduate,"B.A. (Hons) Educated at St. Michaels School, Patna and Kirori Mal College, University of Delhi",64,23,4,72,0.849740933, Data corresponds to the period from 01-06-2009 to 10-02-2024.,76.68499124,0.882574224,159.8800249,0.787043243,48.80641026,0.883333333,108.5798535,0.818079904,Rajya Sabha
900710,Golla Baburao,Elected,03-04-2024,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900142,Elamaram Kareem,Elected,02-07-2018,In Office,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Graduate,"Pre-University educated at St. Joseph's College, Devagiri, Kozhikode",70,172,3,330,0.789808917, Data corresponds to the period from 01-06-2009 to 10-02-2024.,113.5092723,1.402770352,253.621355,0.787043243,270.0694444,4.638888889,350.8194444,0.78108786,Rajya Sabha
900718,Sonia Gandhi,Elected,04-04-2024,In Office,First Term,N/A,Rajasthan,Indian National Congress,Female,Diploma Course,"(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",77,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900698,Saket Gokhale,Elected,24-07-2023,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Male,Information not available,Information not available,54,13,1,24,0.857142857, Data corresponds to the period from 01-06-2009 to 10-02-2024.,18.75041583,0.379197695,31.47583098,0.787043243,26.75,0.25,21.9375,0.69145404,Rajya Sabha
900643,Ashok Kumar Mittal,Elected,10-04-2022,In Office,First Term,N/A,Punjab,Aam Aadmi Party,Male,Information not available,Information not available,59,23,4,150,0.826530612, Data corresponds to the period from 01-06-2009 to 10-02-2024.,38.73141501,0.641564607,78.83033549,0.787043243,17.14285714,1.285714286,116.4285714,0.786130822,Rajya Sabha
900345,Nirmala Sitharaman,Elected,01-07-2022,In Office,Third Term,N/A,Karnataka,Bharatiya Janata Party,Female,Doctorate,Ph.D.,64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 10-02-2024.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900600,Vivek K. Tankha,Elected,30-06-2022,In Office,Second Term,N/A,Madhya Pradesh,Indian National Congress,Male,Professional Graduate,LLB (Bachelor of Laws) from Delhi University,67,79,2,362,0.80623608, Data corresponds to the period from 01-06-2009 to 10-02-2024.,140.2344514,1.837862475,368.2694884,0.787043243,114.7380952,0.527777778,376.7130952,0.850316503,Rajya Sabha
900489,Sasmit Patra,Elected,02-07-2022,In Office,Second Term,N/A,Odisha,Biju Janata Dal,Male,Doctorate,"B.A.(Hons.), LL.B., M.B.A, Ph.D. (Management) Educated at Utkal University, Bhubaneswar and Allahabad Agricultural Institute (Deemed University), Allahabad (Uttar Pradesh) ",45,1247,19,450,0.91954023, Data corresponds to the period from 01-06-2009 to 10-02-2024.,102.6900859,1.210485759,208.0091273,0.787043243,433.9333333,4.222222222,283.8888889,0.780593478,Rajya Sabha
900638,Sandosh Kumar,Elected,01-04-2022,In Office,First Term,N/A,Kerala,Communist Party of India,Male,Professional Graduate,"B.A. (Economics), LL.B. Educated at S.N. College, Calicut University and Kerala Law Academy Law College, University of Kerala, Thiruvananthapuram",52,246,8,142,0.922330097, Data corresponds to the period from 01-06-2009 to 10-02-2024.,43.78713591,0.712993179,83.29329845,0.787043243,157.8888889,3.972222222,141.8611111,0.78108786,Rajya Sabha
900184,Javed Ali Khan,Elected,05-07-2022,In Office,Second Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A., Diploma in Civil Engineering; Educated at Jamia Milia Islamia, New Delhi and Osmania University, Hyderabad",61,143,5,175,0.977272727, Data corresponds to the period from 01-06-2009 to 10-02-2024.,135.1432778,2.057004525,389.2155241,0.787043243,138.3831144,0.742528736,362.9036125,0.832984277,Rajya Sabha
900478,Sanjay Singh,Elected,28-01-2024,In Office,Second Term,N/A,Delhi,Aam Aadmi Party,Male,Diploma Course,"Diploma in Mining Engineering Educated at Orissa School of Mining Engineering, Keonjhar (Odisha)",52,218,5,479,0.86163522, Data corresponds to the period from 01-06-2009 to 10-02-2024.,114.9768143,1.425601402,278.6338837,0.787043243,140.25,1.666666667,454.6666667,0.886446707,Rajya Sabha
900746,Ramji Lal Suman,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900739,Ashok Singh,Elected,03-04-2024,In Office,First Term,N/A,Madhya Pradesh,Indian National Congress,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900708,Sudha Murty,Nominated,14-03-2024,In Office,First Term,N/A,N/A,Nominated,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900717,Govindbhai Laljibhai Dholakia,Elected,03-04-2024,In Office,First Term,N/A,Gujarat,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900742,Kunwar Ratanjeet Pratap Narayan Singh,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900743,Tejveer Singh,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900733,Maya Naroliya,Elected,03-04-2024,In Office,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900729,Harsh Mahajan,Elected,03-04-2024,In Office,First Term,N/A,Himachal Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900735,Meda Raghunadha Reddy,Elected,03-04-2024,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900745,Sangeeta,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900749,Sanjay Yadav,Elected,03-04-2024,In Office,First Term,N/A,Bihar,Rashtriya Janata Dal,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900744,Sadhna Singh,Elected,03-04-2024,In Office,First Term,N/A,Uttar Pradesh,Bharatiya Janata Party,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900723,Banshilal Gurjar,Elected,03-04-2024,In Office,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900736,Yerram Venkata Subba Reddy,Elected,03-04-2024,In Office,First Term,N/A,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900748,Balyogi Umeshnath,Elected,03-04-2024,In Office,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900727,Subhasish Khuntia,Elected,04-04-2024,In Office,First Term,N/A,Odisha,Biju Janata Dal,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900730,Ajay Makan,Elected,03-04-2024,In Office,First Term,N/A,Karnataka,Indian National Congress,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900724,Chandrakant Handore,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Indian National Congress,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900728,Medha Vishram Kulkarni,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900720,Sagarika Ghose,Elected,03-04-2024,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900714,Subhash Chander,Elected,03-04-2024,In Office,First Term,N/A,Haryana,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900721,Ajeet Madhavrao Gopchade,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900719,Chunnilal Garasiya,Elected,04-04-2024,In Office,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900713,Samik Bhattacharya,Elected,03-04-2024,In Office,First Term,N/A,West Bengal,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900740,Bhim Singh,Elected,03-04-2024,In Office,First Term,N/A,Bihar,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900715,Ashokrao Shankarrao Chavan,Elected,03-04-2024,In Office,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900741,Devendra Pratap Singh,Elected,03-04-2024,In Office,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900751,Sarfraz Ahmad,Elected,04-05-2024,In Office,First Term,N/A,Jharkhand,Jharkhand Mukti Morcha,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900747,Mamata Thakur,Elected,03-04-2024,In Office,First Term,N/A,West Bengal,All India Trinamool Congress,Female,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900712,Mahendra Bhatt,Elected,03-04-2024,In Office,First Term,N/A,Uttarakhand,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900752,Pradip Kumar Varma,Elected,04-05-2024,In Office,First Term,N/A,Jharkhand,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
900709,Dorjee Tshering Lepcha,Elected,12-03-2024,In Office,First Term,N/A,Sikkim,Bharatiya Janata Party,Male,Information not available,Information not available,Info Not Available,N/A,N/A,N/A,N/A, Data corresponds to the period from 01-06-2009 to 10-02-2024.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajya Sabha
